1.4402,23.82
0.27764,-5.8297
-2.6216,-1.1546
-4.9825,1.7208
46.611,1.2091
43.855,-2.5216
2.3063,3.0508
37.373,2.8259
-0.53111,21.155
41.125,-1.9137
0.67027,23.121
48.795,0.035667
3.8692,19.335
1.0428,19.178
31.014,-4.5291
2.5775,-1.064
1.6113,17.938
-3.2521,1.1239
36.822,0.037658
45.14,0.75701
-6.5446,0.76826
-4.0124,18.484
45.168,6.2549
44.627,0.64989
-1.9268,19.838
38.645,6.3852
0.73145,14.647
37.138,1.4687
39.061,6.6186
43.716,-4.4407
29.728,-0.17884
-0.49111,17.319
38.74,-0.57837
40.802,2.8977
2.9337,0.85882
34.617,2.1533
-0.94055,0.45931
6.067,23.389
-0.71127,22.947
39.465,-4.7492
37.218,1.9543
37.082,2.2474
45.735,7.3221
1.6963,3.5756
36.103,4.7475
37.216,1.0145
-1.7186,21.921
28.451,5.2572
-1.7873,-0.77322
-1.5835,18.391
44.11,2.8384
38.131,5.6275
-1.8995,1.5338
0.79049,17.692
7.6621,0.61616
-7.7955,18.238
-0.56595,-0.52889
52.159,5.4375
-2.2378,23.964
42.242,0.83236
-1.5741,-1.401
2.1749,21.055
0.15681,3.9424
41.259,-2.4078
39.62,-1.2842
37.128,4.6685
-1.1311,19.085
41.889,0.84779
37.127,0.46581
38.316,-1.991
28.77,1.9101
38.312,-4.2816
1.652,21.987
37.485,5.2049
42.368,2.0392
3.582,15.779
40.296,1.3052
2.1646,-3.1374
40.298,-4.0655
34.625,-4.8082
-7.4071,16.903
43.307,1.0699
-0.59054,24.854
-2.1915,2.9327
5.9631,12.107
2.4117,24.774
-2.4338,17.821
38.306,2.7924
1.5965,18.955
43.239,5.7654
41.955,-0.7578
-1.0526,3.0893
0.47565,21.766
40.134,-1.7567
-3.8969,-3.4086
41.423,-4.2125
5.2243,-2.4326
4.739,6.2839
42.522,-4.3497
-4.0366,19.015
38.511,2.5086
-3.2635,1.1743
31.725,-0.45608
1.6202,17.295
39.355,4.747
-7.1197,16.75
36.534,0.46896
0.54634,-0.17317
4.2014,23.346
0.63971,22.309
1.5811,3.4533
45.081,-2.1162
0.66931,20.25
41.355,-3.1659
48.118,-2.0273
40.749,-3.2993
40.439,-4.0778
41.346,2.2494
39.841,-4.7603
-0.69417,19.01
-1.8555,4.324
-2.6611,3.4907
-0.035782,17.358
-3.9008,-0.65315
-0.47897,23.179
3.1226,-1.8221
2.6227,12.624
38.866,-0.063635
3.3288,19.208
-1.1589,24.247
-5.2515,16.324
3.6098,-0.58749
-0.81247,19.233
-1.3064,18.984
32.954,1.7749
-3.9143,20.92
37.704,-3.5108
-0.90494,15.359
-0.015986,-0.6355
39.429,-3.4119
1.5126,21.072
3.8317,1.5476
37.51,-7.0286
39.941,-0.088425
0.22496,23.793
-5.5548,4.2712
37.436,-2.5828
1.9801,21.022
39.392,4.5378
-0.77425,2.4179
-7.0739,22.027
-2.2491,17.733
-1.9612,0.40852
2.298,18.102
41.482,-5.2801
4.1693,25.362
35.338,3.0199
34.23,5.5806
2.0866,16.797
39.335,4.8702
36.006,1.1914
37.76,-11.286
-4.2473,-3.0513
43.427,-0.69834
40.263,-3.0084
38.349,-2.026
42.271,0.97358
34.279,-3.9493
44.833,-1.8602
-2.8548,22.2
1.3195,0.0090559
0.43532,3.71
36.137,0.25299
5.5772,-4.2696
1.1028,0.1358
-1.6033,2.4443
-1.6465,2.8311
34.724,-3.9439
43.725,-0.5053
41.426,0.060064
45.403,-3.3699
35.95,-0.84563
37.389,-1.39
2.9952,1.4171
-2.8567,15.394
38.32,3.6059
-0.64926,-2.8758
-2.9142,1.2508
0.17236,-0.54629
36.042,1.6114
-1.8181,23.448
-5.5554,20.09
2.3389,11.522
39.571,-6.6108
-0.20392,20.486
-3.431,3.9359
33.973,-1.7073
37.897,-4.0693
48.691,3.1154
-4.1703,18.876
